Model_name,Price,Manufacturer,Condition,Type,Distance,Color,Body_type,Fuel_type,Engine_cc
كيا جراند سيراتو 2021,"956,000 ج.م.",كيا,مستعملة,أوتوماتيك,"265,000 كم",Red,Sedan,Gas,1600.0
كوبرا تيرامار  2026,"2,300,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,Navy Blue,SUV,Gas,1600.0
بي ام دبليو X7 2021,"5,500,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"70,000 كم",Black,SUV,Gas,4400.0
مرسيدس GLC 300 COUPE 2025,"5,650,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,White,Coupe,Gas,2000.0
بي ام دبليو X6 2025,"6,900,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"6,000 كم",White,Coupe,Gas,3000.0
بايك BJ30 2026,"1,650,000 ج.م.",بايك,جديدة,أوتوماتيك,,Black,SUV,Hybrid,1500.0
أوبل كورسا 2022,"720,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"95,000 كم",Gray,Hatchback,Gas,1200.0
إم جي 7 2025,"1,500,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Green,Sedan,Gas,1500.0
إم جي 7 2026,"1,690,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Green,Sedan,Gas,1500.0
سكودا كاروك 2026,"1,950,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1400.0
إم جي RX5 2025,"1,370,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Blue,SUV,Gas,1600.0
تويوتا اوربان كروزر 2025,"1,400,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Blue,SUV,Gas,1500.0
تويوتا كورولا 2026,"1,390,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,Navy Blue,Sedan,Gas,1500.0
تويوتا فورتشنر 2026,"3,900,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,White,SUV,Gas,4000.0
هيونداى توسان 2025,"2,080,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Black,SUV,Gas,1600.0
سوزوكي سويفت 2026,"805,000 ج.م.",سوزوكي,جديدة,أوتوماتيك,,Silver,Hatchback,Diesel,1200.0
كوبرا تيرامار  2025,"2,010,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1400.0
أودي A3 2026,"2,350,000 ج.م.",أودي,جديدة,أوتوماتيك,,Black,Sedan,Gas,1400.0
مرسيدس C200 2025,"3,680,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"7,000 كم",White,Sedan,Gas,1600.0
مرسيدس V300 2026,"7,000,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Van,Gas,2000.0
أودي Q2 2026,"2,200,000 ج.م.",أودي,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
نيسان صني 2026,"675,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Bronze,Sedan,Gas,1500.0
أودي A5 2025,"3,200,000 ج.م.",أودي,جديدة,أوتوماتيك,,White,Sedan,Gas,2000.0
هيونداى أكسنت 1998,"150,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,100 كم,Maroon,Sedan,Gas,1600.0
كيا سيراتو 2006,"350,000 ج.م.",كيا,مستعملة,أوتوماتيك,"150,000 كم",Silver,Sedan,Gas,1600.0
شيفروليه لانوس 2003,"140,000 ج.م.",شيفروليه,مستعملة,مانيوال,"200,000 كم",Silver,Sedan,Gas,1600.0
كيا بيكانتو 2012,"450,000 ج.م.",كيا,مستعملة,مانيوال,"107,000 كم",Gray,Hatchback,Gas,1200.0
أودي A5 2025,"3,700,000 ج.م.",أودي,جديدة,أوتوماتيك,,Gray,Sedan,Gas,2000.0
أودي A5 2025,"4,250,000 ج.م.",أودي,جديدة,أوتوماتيك,,Black,Sedan,Gas,2000.0
هيونداى فيرنا 2016,"390,000 ج.م.",هيونداى,مستعملة,مانيوال,"190,000 كم",Black,Sedan,Gas,1600.0
بي ام دبليو X3 2011,"800,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"198,000 كم",Black,SUV,Gas,2900.0
سكودا اوكتافيا 2026,"1,650,000 ج.م.",سكودا,جديدة,أوتوماتيك,,White,Sedan,Gas,1400.0
هيونداى النترا 2006,"430,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"300,000 كم",Silver,Sedan,Gas,1600.0
لاند روفر رانج روفر ايفوك 2026,"4,450,000 ج.م.",لاند روفر,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
مرسيدس E200 2024,"4,800,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"4,600 كم",Black,Sedan,Gas,2000.0
جاكوار F-PACE 2023,"4,200,000 ج.م.",جاكوار,جديدة,أوتوماتيك,,Black,SUV,Gas,2000.0
مرسيدس E200 2026,"5,500,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,2000.0
مرسيدس V300 2025,"7,000,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Gray,Van,Gas,2000.0
مرسيدس C200 2026,"4,100,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
نيسان صني 2026,"690,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1500.0
ميتسوبيشي اكليبس كروس 2025,"1,645,000 ج.م.",ميتسوبيشي,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
جي إيه سي إمباو 2026,"1,200,000 ج.م.",جي إيه سي,جديدة,أوتوماتيك,,Green,Sedan,Gas,1500.0
هيونداى فيفا 2008,"320,000 ج.م.",هيونداى,مستعملة,مانيوال,"40,000 كم",Champagne,Sedan,Gas,1500.0
جي إيه سي إم كو 2024,"1,250,000 ج.م.",جي إيه سي,مستعملة,أوتوماتيك,"20,000 كم",White,SUV,Gas,1500.0
ميني John Cooper Works 2021,"1,800,000 ج.م.",ميني,مستعملة,أوتوماتيك,"80,000 كم",Green,Hatchback,Gas,2000.0
نيسان جوك 2013,"560,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"160,000 كم",Silver,Hatchback,Gas,1600.0
مرسيدس GLC 300 2026,"5,750,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
فولكس فاجن تايرون 2026,"2,660,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Gray,SUV,Gas,1400.0
رينج روفر ايفوك 2025,"3,950,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,White,SUV,Gas,1500.0
بي ام دبليو X6 2024,"7,250,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"20,000 كم",Blue,SUV,Gas,4400.0
جيتور داشينج 2026,"1,465,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Navy Blue,SUV,Gas,1500.0
إم جي 7 2026,"1,550,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Green,Sedan,Gas,1500.0
بي ام دبليو 218i 2020,"1,300,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"100,000 كم",Silver,SUV,Gas,1400.0
شيري تيجو 8 2026,"1,425,000 ج.م.",شيري,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
إم جي 5 2026,"900,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
اسبيرانزا A620 2007,"220,000 ج.م.",اسبيرانزا,مستعملة,أوتوماتيك,"202,000 كم",Black,Sedan,Gas,2000.0
رينو أوسترال 2026,"1,400,000 ج.م.",رينو,جديدة,أوتوماتيك,,Black,Sedan,Gas,1300.0
رينو داستر 2026,"1,150,000 ج.م.",رينو,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
نيسان إكس تريل 2010,"600,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"210,000 كم",Black,SUV,Gas,2500.0
سكودا كودياك 2026,"2,450,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
إم جي ZS 2026,"930,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
هيونداى توسان 2026,"1,550,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Black,SUV,Gas,1600.0
فولكس فاجن تيجوان 2026,"2,390,000 ج.م.",فولكس فاجن,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1400.0
سوزوكي ديزاير 2025,"828,200 ج.م.",سوزوكي,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1200.0
سيات اتيكا 2026,"1,710,000 ج.م.",سيات,جديدة,أوتوماتيك,,Gray,SUV,Gas,1400.0
ميتسوبيشي ميراج 2023,"550,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"26,000 كم",Red,Hatchback,Gas,1200.0
مرسيدس C180 2010,"950,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"150,000 كم",,,,
كوبرا ليون 2026,"1,775,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,Gray,Hatchback,Gas,1400.0
إم جي HS 2026,"1,450,000 ج.م.",إم جي,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
بيجو 3008 2026,"2,250,000 ج.م.",بيجو,جديدة,أوتوماتيك,,Turquoise,SUV,Gas,1600.0
إم جي 7 2025,"1,590,000 ج.م.",إم جي,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
رينو داستر 2026,"1,315,000 ج.م.",رينو,جديدة,أوتوماتيك,,Green,SUV,Gas,1300.0
سكودا اوكتافيا A5 2007,"380,000 ج.م.",سكودا,مستعملة,مانيوال,"450,000 كم",Black,Sedan,Gas,1600.0
فولفو S80 2013,"800,000 ج.م.",فولفو,مستعملة,أوتوماتيك,"120,000 كم",Black,Sedan,Diesel,1600.0
شانجان CS55 بلس 2026,"1,050,000 ج.م.",شانجان,جديدة,أوتوماتيك,,Maroon,SUV,Gas,1500.0
سيات ابيزا 2026,"1,260,000 ج.م.",سيات,جديدة,أوتوماتيك,,White,Hatchback,Gas,1600.0
كوبرا تيرامار  2026,"2,200,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
نيسان قشقاي 2017,"675,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"180,000 كم",Gray,,Gas,1200.0
كوبرا تيرامار  2025,"2,180,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,White,SUV,Gas,1400.0
نيسان قشقاي 2026,"1,660,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Green,SUV,Gas,1300.0
فورد فوكاس 2017,"599,000 ج.م.",فورد,مستعملة,أوتوماتيك,"223,000 كم",Silver,Sedan,Gas,1000.0
جيلي GX3 PRO 2024,"730,000 ج.م.",جيلي,مستعملة,أوتوماتيك,"20,000 كم",Gray,SUV,Gas,1500.0
جيتور T1 2026,"1,650,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Baby Blue,SUV,Gas,1500.0
نيسان صني 2022,"645,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"69,555 كم",Red,Sedan,Gas,1400.0
مرسيدس S350 2009,"1,725,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"181,000 كم",Black,Sedan,Gas,3500.0
جيتور T2 2026,"1,840,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,1500.0
مرسيدس E200 2023,"3,990,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,500 كم,Champagne,Sedan,Gas,2000.0
مرسيدس E200 2025,"5,300,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,2000.0
مرسيدس C180 2025,"3,890,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Sedan,Gas,1500.0
بي واى دى سونج إل 2024,"1,900,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Gray,SUV,Electric,
مرسيدس S560 2018,"6,750,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"26,000 كم",White,Sedan,Gas,4000.0
مرسيدس E 180 2016,"1,990,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"114,000 كم",White,Sedan,Gas,1600.0
مرسيدس E350 2019,"2,700,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"120,000 كم",Black,Sedan,Gas,2000.0
أوبل كروس لاند 2022,"890,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"35,000 كم",Gray,Hatchback,Gas,1200.0
بي ام دبليو X3 2019,"675,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"136,000 كم",White,SUV,Gas,2000.0
بي ام دبليو 320i 2026,"2,950,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"6,000 كم",White,Sedan,Gas,1600.0
رينو ميجان 2007,"270,000 ج.م.",رينو,مستعملة,أوتوماتيك,"350,000 كم",Gray,Sedan,Gas,1600.0
مرسيدس E200 2021,"3,430,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"47,000 كم",White,Sedan,Gas,2000.0
مرسيدس GLS 580 2023,"7,200,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"16,000 كم",Silver,SUV,Gas,4000.0
مرسيدس C180 2024,"3,175,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Silver,Sedan,Gas,1500.0
بي ام دبليو 520i 2019,"1,990,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"93,000 كم",Navy Blue,Sedan,Gas,2000.0
هوندا e:NP2 2025,"1,450,000 ج.م.",هوندا,جديدة,أوتوماتيك,,Silver,SUV,Electric,
مرسيدس A180 2021,"1,675,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"54,900 كم",Dark Grey,Sedan,Diesel,1300.0
جاكوار XFR 2016,"1,520,000 ج.م.",جاكوار,مستعملة,أوتوماتيك,"175,000 كم",Black,Sedan,Gas,2000.0
سكودا اوكتافيا 2026,"1,800,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Black,Sedan,Gas,1400.0
سكودا كاروك 2026,"1,950,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1400.0
ساوايست S 09 2026,"1,499,000 ج.م.",ساوايست,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
سكودا كودياك 2026,"2,450,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1400.0
أودي A5 2026,"4,200,000 ج.م.",أودي,جديدة,أوتوماتيك,,Black,Sedan,Gas,2000.0
بورش كايين S 2020,"5,750,000 ج.م.",بورش,مستعملة,أوتوماتيك,"43,000 كم",Dark Grey,SUV,Gas,2900.0
أوبل أسترا 2018,"650,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"175,000 كم",Navy Blue,Sedan,Diesel,1600.0
تويوتا كورولا 2024,"1,400,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"4,900 كم",Red,Sedan,Gas,1600.0
مرسيدس C180 2020,"2,600,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"61,000 كم",Black,Sedan,Gas,1600.0
سوزوكي ألتو 2020,"350,000 ج.م.",سوزوكي,مستعملة,مانيوال,"59,000 كم",Red,Hatchback,Natural Gas,800.0
نيسان صني 2013,"410,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"65,000 كم",Bronze,Sedan,Gas,1500.0
ستروين C4 جراند بيكاسو 2016,"650,000 ج.م.",ستروين,مستعملة,أوتوماتيك,"168,000 كم",Baby Blue,SUV,Gas,1600.0
ساوايست A 5 2026,"920,000 ج.م.",ساوايست,مستعملة,أوتوماتيك,"5,000 كم",White,SUV,Gas,1500.0
فولفو S80 2015,"1,400,000 ج.م.",فولفو,مستعملة,أوتوماتيك,"45,000 كم",Black,Sedan,Gas,1600.0
هيونداى فيرنا 2007,"280,000 ج.م.",هيونداى,مستعملة,مانيوال,"120,000 كم",Black,Sedan,Gas,1600.0
بي ام دبليو 318i 2017,"1,350,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"90,000 كم",Gray,Sedan,Gas,1600.0
سكودا كودياك 2021,"1,700,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"60,000 كم",Baby Blue,SUV,Gas,1400.0
إم جي RX5 Plus 2023,"990,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"60,000 كم",White,SUV,Gas,1500.0
كيا برايد 2000,"190,000 ج.م.",كيا,مستعملة,مانيوال,"180,000 كم",Blue,Sedan,Gas,1300.0
شيفروليه كروز 2013,"420,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"300,000 كم",Maroon,Sedan,Gas,1600.0
مرسيدس E200 2021,"3,500,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"27,000 كم",White,Sedan,Gas,2000.0
بي ام دبليو X6 2019,"3,200,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"67,000 كم",Black,SUV,Gas,4400.0
كيا ريو 2014,"530,000 ج.م.",كيا,مستعملة,أوتوماتيك,"200,000 كم",Brown,Sedan,Gas,1400.0
فيات تيبو 2021,"640,000 ج.م.",فيات,مستعملة,أوتوماتيك,"195,000 كم",Maroon,Sedan,Gas,1600.0
أوبل أسترا 2018,"650,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"192,000 كم",Navy Blue,Sedan,Gas,1600.0
مرسيدس E300 2022,"4,100,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"25,000 كم",White,Sedan,Gas,2000.0
مرسيدس C180 2025,"3,195,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,10 كم,Black,Sedan,Gas,1500.0
هيونداى النترا CN7 2025,"1,255,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
كاديلاك اسكاليد 2025,"14,500,000 ج.م.",كاديلاك,جديدة,أوتوماتيك,,Black,SUV,Gas,6000.0
بي ام دبليو iX1 2025,"1,445,000 ج.م.",بي ام دبليو,جديدة,أوتوماتيك,,Blue,SUV,Electric,
مرسيدس C180 2026,"3,800,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Dark Grey,Sedan,Gas,1500.0
مرسيدس C200 2025,"3,200,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"20,000 كم",Dark Grey,Sedan,Gas,1500.0
كيا سبورتاج 2026,"2,280,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
بي واى دى F3 2023,"500,000 ج.م.",بي واى دى,مستعملة,أوتوماتيك,"57,000 كم",Red,Sedan,Gas,1500.0
مرسيدس GLC 43 2025,"6,750,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Gas,2000.0
سكودا كودياك 2025,"2,100,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"23,000 كم",White,SUV,Gas,1500.0
رينو تاليانت 2026,"685,000 ج.م.",رينو,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1000.0
كيا بيجاس 2020,"450,000 ج.م.",كيا,مستعملة,أوتوماتيك,"160,000 كم",,,,
رينو كليو 2008,"225,000 ج.م.",رينو,مستعملة,مانيوال,"230,000 كم",Black,Sedan,Gas,1400.0
ستروين C5 اير كروس 2026,"1,590,000 ج.م.",ستروين,جديدة,أوتوماتيك,,Blue,SUV,Gas,1600.0
فيات دوكاتو 2025,"1,380,000 ج.م.",فيات,جديدة,مانيوال,,Gray,Van,Diesel,2200.0
كوبرا تيرامار  2025,"2,050,000 ج.م.",كوبرا,جديدة,أوتوماتيك,,White,SUV,Gas,1400.0
أودي A4 2011,"680,000 ج.م.",أودي,مستعملة,أوتوماتيك,"170,000 كم",White,Sedan,Gas,1800.0
رينج روفر ايفوك 2023,"3,600,000 ج.م.",رينج روفر,مستعملة,أوتوماتيك,"4,000 كم",Silver,SUV,Gas,2000.0
سيات ابيزا 2026,"995,000 ج.م.",سيات,جديدة,أوتوماتيك,,Gray,Hatchback,Gas,1600.0
تويوتا bZ3X 2025,"1,530,000 ج.م.",تويوتا,جديدة,أوتوماتيك,,White,SUV,Electric,
سيات ليون 2026,"1,470,000 ج.م.",سيات,جديدة,أوتوماتيك,,Gray,Hatchback,Gas,1400.0
أوبل انسيجنيا 2017,"800,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"200,000 كم",Dark Grey,Sedan,Gas,1600.0
نيسان سنترا 2026,"880,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Black,Sedan,Gas,1600.0
فولكس فاجن جولف 2012,"760,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"120,000 كم",Red,Hatchback,Gas,2000.0
مرسيدس G 500 2022,"13,500,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,SUV,Gas,4000.0
إم جي ZS 2021,"780,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"165,000 كم",Black,SUV,Gas,1500.0
تويوتا كورولا 1993,"250,000 ج.م.",تويوتا,مستعملة,مانيوال,"198,000 كم",Silver,Sedan,Gas,1300.0
سكودا كودياك 2021,"1,620,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"200,000 كم",Silver,SUV,Gas,1400.0
كيا سبورتاج 2023,"1,820,000 ج.م.",كيا,مستعملة,أوتوماتيك,"8,704 كم",Black,SUV,Gas,1600.0
أودي Q3 2021,"1,900,000 ج.م.",أودي,مستعملة,أوتوماتيك,"87,000 كم",Black,SUV,Gas,1400.0
هوندا سيفيك 2007,"520,000 ج.م.",هوندا,مستعملة,أوتوماتيك,"232,000 كم",Black,Sedan,Gas,1600.0
مرسيدس GLA 200 2025,"3,300,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,White,SUV,Gas,1300.0
كيا سبورتاج 2016,"1,150,000 ج.م.",كيا,مستعملة,أوتوماتيك,"54,000 كم",Bronze,SUV,Gas,1600.0
بيجو 301 2015,"510,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"75,000 كم",,,,
شيري تيجو 8 2026,"1,350,000 ج.م.",شيري,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
جيتور X70 2026,"1,080,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Black,SUV,Gas,1500.0
